Timestamp,Title,Message,Answer,Lon,Lat
2021-01-13T08:29:08.079000,Plow,"Hey,
Why not plow the blueberry road year after year even if the snow has accumulated half a meter. When the car is driven as it comes as a plowing field and no sand is ever visible. There are retirees living here who can only move around in the immediate area, but it is not possible in the winter as a result of a bad road.
We pay taxes and street charges just like others.","Thank you for your message. I apologize for the situation. Work has been done all the time and the entire equipment is in use, unfortunately we cannot plow all the streets at the same time. The streets of Helsinki are always plowed according to the categories of treatment. Unfortunately, when snow has been abundant in the snow of the streets. Hopefully the rest of the plows will be made and the snow can be removed.

More information on treatment classes:

 https://www.hel.fi/helsinki/kartat-ja-jihtne/kadut-ja- traffic planning/katujen-mission/treatment classifications/crocoste

You can check your own street treatment class here:

https://kartta.hel.fi/link/9p7XTY
",25.094531826535096,60.2313656437131
2021-01-13T09:20:01.662000,The entry of the golf area hall ...,"Two snow piles in front of the golfing hall in front of the entrance route. According to the caller, this is not a plowing, but about a decent heap. The removal of these was hoped for.",,25.158045686149794,60.21372243141388
2021-01-13T09:46:12.945000,Plowing Solvikinkuja (00990)?,"I would have asked if it really is that Solvikinkuja is plowed until later in the day, because we have the whole house company (40 apartments) that because we don't plow the alley so we can't get out of our yard if it rains a little. It was a really bad situation this morning when the car had been stuck in the alley right away in the morning, so the whole yard was practically closed. This problem is every winter. Of course, the house company's aura should also visit, but that's another story. Solvikinkuja is different from Solvikinkatu and there are parking spaces on its sides, but it is the only road from the house company out of the parking lots! The length of the alley is about 50m. Is it possible for it to be plowed, even in the middle of the car in the middle of the other streets, so that people can get to work. Today 13.1. In the morning, I went to Solvikinkatu running to your friendly aura driver and he plowed so much in front of the school taxi that we were able to dig him off. The rest of the street we shoveled by hand. Let's amazes the situation of this alley, when if it is plowed there, the snowstorm prevents our passage from the yard to the road? Did you have the opportunity to visit the area? Of course, I am also in touch with the house company's maintenance company, which does not arrive because the alley has not been plowed, so they will not ""plow"" the yards unless the plow came when the entire Solvikinkuja comes. Cheers to you for the snow and hopefully we will have a solution to this problem! Thanks in advance.","Hey.

Thank you for the feedback. Feedback has been transmitted to winter care in the area. Here's a link to our site where you can find information on winter care and maintenance classes.

https://www.hel.fi/helsinki/kartat-ja-sanne/kadut-ja- traffic planning/katujen-mission/stalvikuntaito/",25.157996347317628,60.203463604632404
2021-01-13T10:47:17.171000,Sandwinding Road Plowing,A few points on the sandy road at the sidewalks where a lot of snow and cars get stuck.,,25.144930704674884,60.201091065059146
2021-01-13T10:50:00.534000,The Vikinginkuja is au ...,The Vikinginkuja is not plowing.,,25.113904231447503,60.2179591757235
2021-01-13T11:55:01.810000,Plowing is needed. Fixed ...,Plowing is needed. You can't get out of the property.,,25.18346416179303,60.211104800869585
2021-01-13T12:10:00.880000,"Plowing, wheelchair ...","Plowing, wheelchair access prevented in the direction of the kindergarten",,25.139891002145387,60.22012431649744
2021-01-13T12:15:01.404000,Clogged from snow and slippery ...,Clogged from snow and slippery problem under the rainfall ..,,25.098181431225484,60.232718273515225
2021-01-13T13:35:01.717000,Plowing is needed.,Plowing is needed.,,25.09931071780152,60.23015945535901
2021-01-13T13:48:44.017000,"Vuosaari, Ulappasaarentie needs immediate snow plow assistance","Hi, Ulappasaarentie has a thick snow layer over 5 cm and the snow is badly sneaked. Cars from the bottom. Ulappasaarentie 2 will not be able to reach Alepa's yard. Ulappasaarentie 1 - 3 inhabitants will not be able to access or out of the parking lots. The situation is chaos. I understand that the situation is the same on the little one but if you could prioritize this area of ​​Vuosaari. Lots of transit on Ulappasaarentie.","Hey.

Thank you for the feedback. Feedback has been transmitted to winter care in the area. Here's a link to our site where you can find information on winter care and maintenance classes.

https://www.hel.fi/helsinki/kartat-ja-sanne/kadut-ja- traffic planning/katujen-mission/stalvikuntaito/",25.137597587512246,60.21098976825072
2021-01-13T14:37:23.042000,Plowing is missing Tue and Wed,"Hey
Despite the toughest Pyyria, Vuosaari's Rastila has not plowed on Tuesday or today at half past three on Wednesday.
Plowing is needed as soon as possible.
",,25.129107890051415,60.212344610800365
2021-01-13T14:40:37.443000,"Marie Lund's Park Road, Vuosaari","The road in question, which is very much used (although it is a pedestrian street), has not plowed. Aura has started in the southern shit, meaning it has been plowed. This road should be plowed because there is a kindergarten at the north end of the road and a large one of the children in the area is in care. Think about how mothers can travel with prams when snow is at least 20-30 cm on the road! If he could do something about it.","Hey.

Thank you for the feedback. Feedback has been transmitted to winter care in the area. Here's a link to our site where you can find information on winter care and maintenance classes.

https://www.hel.fi/helsinki/kartat-ja-sanne/kadut-ja- traffic planning/katujen-mission/stalvikuntaito/",25.14926599532222,60.21871394139659
2021-01-13T15:10:02.790000,Plowing is needed.,Plowing is needed.,,25.14324631780201,60.211773624164785
2021-01-13T15:25:00.513000,More cars on the neighboring road ...,More cars stuck on the neighboring road. We wanted plowing.,,25.08848963875906,60.232725088961836
2021-01-13T15:58:45.738000,Marielund Park Road,"Hey!
I live in the Star Military and I understand that the area is by no means important in the order of plowing. The area belongs to the C-category, but the bird blue and that around the rock are plowed (because cars can be seen because of the discomfort), but not an important fairway for pedestrians. It always stays in some way if and when it is obviously in the section. However, this street is used by many people a day and they try to survive everything from baby to elderly and dogs. However, the plower drives from that side, which is also a C area, so why not drive an important path to pedestrians at the same time? It has just been wondering for years, because in over 14 years the same expenditure continues year after year (when snow happens). I would just like a clear and sensible reason in this strange way so I wouldn't have to think about it anymore.","Hey.

Thank you for the feedback. Feedback has been transmitted to winter care in the area. Here's a link to our site where you can find information on winter care and maintenance classes.

https://www.hel.fi/helsinki/kartat-ja-sanne/kadut-ja- traffic planning/katujen-mission/stalvikuntaito/",25.148329805098655,60.21913683443331
2021-01-13T16:03:23.385000,IIIIK !!! Now a plow car is needed,"Now we need plowing equipment, after yesterday the plow car has not been seen. There is so much snow that the car can no longer get up the hill, the motion is.
Thank you in advance!","Hey.

Thank you for the feedback. Feedback has been transmitted to winter care in the area. Here's a link to our site where you can find information on winter care and maintenance classes.

https://www.hel.fi/helsinki/kartat-ja-sanne/kadut-ja- traffic planning/katujen-mission/stalvikuntaito/",25.11662315647785,60.221600818012455
2021-01-13T16:30:51.949000,Snow plowing,"Hey
When to plow behind the fire department Tankomäenkatu - Tankomäenrinne Vartiokylä/ Tankomäki 00950 Helsinki
Cars can't get to work or shop ??","Hey.

Thank you for the feedback. Feedback has been transmitted to winter care in the area. Here's a link to our site where you can find information on winter care and maintenance classes.

https://www.hel.fi/helsinki/kartat-ja-sanne/kadut-ja- traffic planning/katujen-mission/stalvikuntaito/",25.1235782389178,60.223972997958356
2021-01-13T16:45:38.782000,It's snowing,"Heikkalaiturintie / minibus line 817
Would it be possible to plow even once before this week's severe frost 817 bus line between the Hiekkalaiturintie / Sandelanranta / Kalkki Hiekantie from Leikosaarentie?
It is sad to see an ambulance and many taxis and, of course, over 25 private cars are stuck in snow piles. The shovel helps both a tow truck and volunteer passers -by.
The HSL bus line 817 has failed to drive or have made a different loop on the auto street because of the snow.
The storm snow breeze can blow directly from the sea and collect beautiful, tall snowstorms.
I understand that according to the map of the city of Hg, it is a Class II plot street with low traffic. The problem is that home-cooked deliveries, HUS Labra and home care workers will not arrive in this area.
I understand the emergency situation, but Vuosaari is part of Helsinki and the people of Vuosaari also pay municipal taxes.
",,25.145810661426346,60.20029128905077
2021-01-13T16:57:22.099000,Snow plowing,"Moro,

I sometimes remember this, did I see that the housing company should not plow Lumia to the city?

I know that this snow has been raining in the SME in recent days quite briskly. So I live in a rented company owned by Kojamo in Ramsinniemi, Vuosaari. Here, for example, yesterday, the snow was plowed from the yard to that sidewalk so that between Ramsinniementie 12-14, when there is parking for cars and next to the sidewalk they were pushed between the sidewalk and the parking lot ""from this yard. Certainly today the same thing will happen when at some point they can plow the yards.

If you are in touch with Kojamo, I guess my knowledge will not come to their attention ... may be that someone else has noticed that thing like me.","
Thank you for your message. Officially, a private maintenance company or other body should not assemble snow in public areas, although unfortunately this is true. After so much snow comes, it is understandable and acceptable that snow is temporarily stored in public areas before the load is transferred.

If you find that this is a recurring practice I would ask you to be in contact with us again and the matter will be transferred to the supervisors. Under no circumstances will your information be provided to an external body.

Have a nice winter weekend!",25.11224565670576,60.19716459713505
2021-01-13T17:32:13.534000,Plow,"Could someone go to Aura Rastilantie? It is a lively local road where you can only drive along traces, but if you have to stop, then it will stay. I understand prioritization, but now it's been a day to take care. For example, all Kunatlin has already been driven in Yllypuro
",Thank you for your message. The matter has been announced for winter care in the area and hopefully the rest of the residential streets will be made over the weekend.,25.132952927198236,60.21313064781001
2021-01-13T17:36:18.509000,Lokitie plow,"Hey.
Lokitie in Vuosaari is still plowing. It leads to one school and two kindergartens. With a normal car, it is difficult to travel on the street, with hundreds of residents along the street. Why this has not been plowed since the first day, now on the road, 30-40cm snow and 30cm high icebreakers for wells that tear the bottom of the car !!","Thank you for your message. I apologize for the situation. Work has been done all the time and the entire equipment is in use, unfortunately we cannot plow all the streets at the same time. The streets of Helsinki are always plowed according to the categories of treatment. Unfortunately, when snow has become abundant, it is time to clean up the streets.

More information on treatment classes:

 https://www.hel.fi/helsinki/kartat-ja-jihtne/kadut-ja- traffic planning/katujen-mission/treatment classifications/crocoste

You can check your own street treatment class here:

https://kartta.hel.fi/link/9p7XTY
",25.135193140098174,60.209619004693536
2021-01-13T17:41:52.892000,Plowing,"Hey

Is the plowing equipment coming next night or in the morning on the ring path to Vartioharju? The car has been closed twice today and tomorrow morning at 7 pm I would have to get to work again. Plowed last two days ago.
","Thank you for your message. I apologize for the situation. Work has been done all the time and the entire equipment is in use, unfortunately we cannot plow all the streets at the same time. The streets of Helsinki are always plowed according to the categories of treatment. Unfortunately, when snow has become abundant, it is time to clean up the streets.

More information on treatment classes:

 https://www.hel.fi/helsinki/kartat-ja-jihtne/kadut-ja- traffic planning/katujen-mission/treatment classifications/crocoste

You can check your own street treatment class here:

https://kartta.hel.fi/link/9p7XTY
",25.103339881036863,60.225937956995516
2021-01-13T18:00:56.033000,Does the snow plow at all in use in Puotila,"Now it has been two days of snow, but the aura is not supposed to have time for Puotilantie. Today I have been caught on the road. A junk car, a postcraft, etc. But help the army when you go to Marjaniemi, so it is cleaned so that the asphalt shines! Is it really that money matters this too? It is useless for the city to send the streets maintenance invoices on Puotilantie. We don't get any service with that money!","Thank you for your message. I apologize for the situation. Work has been done all the time and the entire equipment is in use, unfortunately we cannot plow all the streets at the same time. The streets of Helsinki are always plowed according to the categories of treatment. Unfortunately, when snow has become abundant, it is time to clean up the streets.

More information on treatment classes:

 https://www.hel.fi/helsinki/kartat-ja-jihtne/kadut-ja- traffic planning/katujen-mission/treatment classifications/crocoste

You can check your own street treatment class here:

https://kartta.hel.fi/link/9p7XTY
",25.101048529032244,60.208437728525006
2021-01-13T18:10:09.967000,Chicory,"The Vuosaari chicory track has ""forgotten"" driving bollards. The chicory tracks used to be a small snow first by growing on ice without sanding and now the sunbathing wading in the snow. After the summer, the last leaves were not cleaned later in the fall.
The Sikuriraitti is also a rescue road in the area.
There are five 8-storey houses in the immediate range of the chicory track, and the residents of Aurinkolahti Puistotie and the other apartments of Leikosaarentie, which pass by Cirrus to Leikosaarentie.","Hey!
Hey,
Hey,

Thank you for your message and apologies for not having yet plowed to your home frog. We have all the possible plowing equipment in use and now as the snow comes in, we focus on snow removal and slip.

The streets of Helsinki are always plowed according to the categories of treatment. Unfortunately, when snow has become abundant, it is time to clean up the streets. For more information on the treatment classes: https://www.hel.fi/helsinki/kartat-ja-jeta-ja- traffic/kadut-ja- traffic planning/katujen-stooling/care classifications/care classifications

You can check your own street treatment class here: https://kartta.hel.fi/link/9p7XTY

",25.145980057502047,60.20595458507906
2021-01-13T18:23:15.898000,Plow,"In Vuosaari, the Punakiventie road has not been plowed, the hell is a service house where an ambulance had stuck on the road due to the snow. There will be other cars that have stuck. Must take care!",,25.146917598616806,60.213977556490214
2021-01-13T19:51:09.875000,Vuosaari bike paths,"Hi, I understand that the snow has come and the situation has come, but we don't have to forget about our cyclists..I have tried to cycle yesterday and today Sammalarrankuja -Sun and back but it has gone to the large extent. I have had to walk on the side of the carriageway..the you can even plow either half of the bike path if you don't both have time ..
Another completely unpaved road is Haapasaarentie, along it people walk to the park path, which was well plowed, thanks to the northern shopping mall, or Columbus ..
Thanks in advance for tomorrow's well -plowed cycle paths ..
","Hey,

Thank you for your message. I apologize that some of the cycle paths have not been plowed. We have expanded the prioritized route of winter care this year, but unfortunately the Porslahdentie you mentioned is not yet included. Of course, we strive to keep the cycling network open as widely as possible.

Here you can read more about winter cycling and prioritized route: https://www.hel.fi/helsinki/kartat-ja-ja- traffic/kadut-ja- traffic planning/katujen-stock/talvipyooraily",25.147120274186094,60.214928723523144
2021-01-13T20:11:32.581000,Plowing Request for the Rastila detached house area,"Hey. I know the snow has come, but here throughout the Rastila detached house, there has been no visit throughout the storm. People can't get to work or trade except on foot. The minibus is also stuck on Lokitie today. On Airoparintie, people ski when snow is over 30cm on the road. I understand that the equipment is in a hurry, but it hasn't been here for many days. For example, an ambulance would have nothing to do here.",,25.128940063284034,60.21094461270594
2021-01-13T20:52:47.347000,Snow plow is needed! At least two cars got stuck in the snow during the evening.,"Could you come to plow the helmet path, thank you. At five in the evening, both the helmet path and the Rintinpoli (school) had a car stuck in the middle of the road. Later, the third car demanded push assistance ...",,25.092343257349228,60.22964391503373
2021-01-13T22:44:42.277000,Plowing Vuosaari?,"Hi,
When are Satamasaarentie and Ulappasaarentie in Vuosaari?
Even today, the cars got on the slope and even a tow truck was needed.
Will at least a week go before the plow comes? Just like the last time it was snow winter.",,25.136664491223236,60.21213958324669
2021-01-13T23:04:43.815000,Dangerously much snow on the school road,"Hey,
Inkeroistentie and Kukkaniityntie are congested in the mornings as parents bring children to two schools and kindergartens. The plow car has not been visited this week and today several cars have been stuck on the slopes. Between the cars there are another couple of hundred children and I'm afraid that something will happen to someone. In the neighborhood, the other streets are already plowed and I am afraid that accidentally missed.",,25.09327543694097,60.221098712048956
2021-01-13T23:10:52.198000,Plow request - Vuosaari,"Hey
I want to send a wish for plowing. It is a pillow lantern in Vuosaari. On the road and the parking lot at the end of the road, there is every winter when the snow surprises a terrible chaos. The road is small, but there is hard traffic in the mornings and afternoons because there is a school and a kindergarten at the end of the road. So it's not just a courtyard road used by Kafu residents.

The road is usually in such poor condition that there are cars in a mild uphill queue that have been stuck in the slush. Even the parking lot is always in a shocking condition. For several winters, the city has been given feedback by parents. Dozens of cars have been stuck there. In addition, chaos in the parking lot is dangerous when cars have to drive through the parking lot in the pedestrian area. There are a lot of children moving there. So I thought about putting this wish in good time. Not all of you have been plowed properly today, but I wish that there will be a plowing truck because of the nature and trafic as soon as possible.

Thank you!
regards",,25.13852043940519,60.207425574844095
2021-01-14T01:36:13.590000,Sinkkiläntie 2,"Hey. In December, I noticed that the top triangle at the intersection of Sinkkiläntie and Länsimäentie and the traffic signs indicating the crosswalk had been translated so that they could not be detected. The nearby construction site was fenced and the road sign had been left inside the fence and for some reason turned in the wrong direction. Last week, the beginning of January, the entire road sign had been dug up.
It would be a good idea to get the sign back so that no more than the sheet metal crash would happen at that intersection.",,25.11164665810643,60.23312049647567
2021-01-14T07:03:16.497000,Aurauas,"Boat Masters in Vuosaari
Missed plowed.Luna about half a meter",,25.126970768758596,60.20540869188526
2021-01-14T07:45:51.993000,Bus Charging Station Vuosaari,"Hey,

According to the information from the operator, buses cannot be charged because due to the lumpy snow and ice, the bus cannot be positioned under the charging station. Maintenance is desired for the entire Vuosaari terminal area.

Regards,",,25.14434407430237,60.207105226904865
2021-01-14T08:14:41.981000,PK Fallpaka plowing,"Again, it is quite poorly managed plowing and hand -licking from the yard of the shelter. The plowing is handled so that all the snow is pushed between the two doors at the top to take children to the orchard. Despite the calling of the nurses, property maintenance refuses to come to the remedy, but the workers themselves should blade the snow off the doors and gates. Real estate maintenance is in such a hurry that you can't have time. In front of the gates of the shelter, the shelter workers have already been forced to blacken the snow so that parents can bring and pick their children. It is scandalous that property maintenance does not do its job properly, now it is both kindergarten and young children. I do not want kindergarten employees to use their bad resources to create snow. I want them to take their time to take care of my children and others. This plowing has been a problem for several winters before, would it be time to finally change? And I understand that now there was so much snow that everyone is in a hurry, but if you do things right at once you don't have to come to pat. And I know what I'm talking about, my husband is also plowing there. :)",,25.129048414965872,60.229344039310824
2021-01-14T08:20:00.539000,Plowing is needed.,Plowing is needed.,,25.088544533407582,60.23300328845015
2021-01-14T08:37:23.808000,On the track to the golf course,"Now that winter and many hobbies are interrupted, whether the golf course could be made as it was ten years ago. It was great to ski, it was Saariselkä in Helsinki. Gently sloping terrain, no steep hills, no fear of colliding with trees. Espoo has made tracks for the golf course, why not for us?","Hey,

Thank you for your message. Such could really be really nice, I passed your wish to the project manager in the area.

At the moment, the surrounding area seems to be in order for example. Mustavuori -Talosaari. Here's more information on the tracks maintained by the city: https://ulkoikkunta.fi/",25.169931379071137,60.21699273547963
2021-01-14T09:10:13.711000,Rescue Road Sand Pier Trail has been excluded from winter maintenance in recent years,"Hi, the sand pier track has been out of sand for a few years and only partially plowed (only on the side of the sand pier 13). The road is the Rescue Road for Hiekkajalanranta 1 through the courtyard, so you should get it done and take normal winter maintenance. Do you take it to take care? Thanks a lot!","Hey,

Thank you for your message. I have guided your feedback to the area's maintenance unit for information.",25.144802434057567,60.20062448379736
2021-01-14T09:12:07.764000,Roads of Vuosaari,"Good morning,

It would be quite reasonable and all sides of the kind to go to Vuosaari, for example, the Little Villasaari road was really slimy at 6:00 and good when I got out of the yard to turn on the road ...
Yesterday, it was really crazy to try even in the yard of the kindergarten (PK Kurkimoisio) when the whole road was not plowed and 4-5 cars were dug out of there, one of which was a van!
The plow did not arrive until around 7.45am ... I was late for this good job !!

It is incredible how the city even dares to leave residents on their own luck when the city would do great service and relief for residents to plow you for you !!!
Visit the road to Ramsinniemi ... The car breaks down because of those terrible cudders !!!
(Yesterday I drove to the web, Rastila and the road was in absolutely poor condition !!)

I really hope that you would get the plows in order and add more occupation if these current ones are not enough !!
Nervous people here are going ...

Regards,",,25.147998885776484,60.22176699165189
2021-01-14T09:20:02.428000,Everything stuck.,Everything stuck.,,25.138318487462413,60.20229185449009
2021-01-14T09:33:01.184000,"Leikosaarenkuja, 00980 Helsinki","Hi, Leikosaarenkuja in Vuosaari is completely covered with a lounge - at least 20 cm. We have about 6 housing companies and 80 cars, and we can't drive out or inside the Leikosaarenkuja. Yesterday, too, a waste disposal car also stayed there. Otherwise, plowing the KYSIES road has been too often left out in recent years, even though the road has been in very poor condition and often much more than 5m. Sohjo accumulates at the turning point and is therefore not noticeable when it comes from the main road, how bad it is further. I would kindly ask that Leikosaarenkuki would be plowed as soon as possible and that it would be better taken into account in the future.
",,25.138158016933662,60.202722841273385
2021-01-14T09:47:24.317000,Mosaic track 6 - 9 snow without plowing 14.1.2021 at 9:00 am,"There have been plenty of snow for the 6-9 mosaic track in the 6-9 areas and it is still unpaid on 14.1.2021. Alarm and rescue vehicles have been prevented from access to houses in the area. For example, yesterday 13.1.2021 The disabled was stuck in the snow Mosic track 6 for a long time (1-2h). To improve the safety of the area, the mosaic track should be plowed as soon as possible.","Thank you for your message. I apologize for the situation. I will announce the winter maintenance of the streets in the area. Work has been done all the time and the entire equipment is in use, unfortunately we cannot plow all the streets at the same time. The streets of Helsinki are always plowed according to the categories of treatment. Unfortunately, when snow has become abundant, it is time to clean up the streets.

More information on treatment classes:

 https://www.hel.fi/helsinki/kartat-ja-jihtne/kadut-ja- traffic planning/katujen-mission/treatment classifications/crocoste

",25.14180589998519,60.20817603713357
2021-01-14T10:05:03.689000,Plowing is needed to t ...,Plowing is needed to allow tunnel maintenance to the target.,,25.166094588976637,60.22523699980146
2021-01-14T11:30:00.609000,Aurau is needed for Havukuja ...,The plowing is needed as soon as possible,,25.135737455132027,60.20167521773798
2021-01-14T11:41:14.594000,"Plowing Leikosaari, Vuosaari","Hi, we needed plowing for the street of the street, which often misses. 6 cars stuck, Koulutaxi can't get children and can't get to the shelter. Thank you.",,25.138158016933662,60.202722841273385
2021-01-14T11:45:01.490000,Let's hope the free fire ...,It is hoped that the free fire brigade would turn the plow so that the snow is not packed here.,,25.089058435437142,60.202890550083545
2021-01-14T11:47:35.684000,snow isolation,"Why is Leikosaarenkuja in Vuosaari, Helsinki, every year without plowing. Can't get junk, no school taxi, let alone other cars run this clip. Is this missing on your map? I can draw on screen paper if you don't know where this is?",,25.138158016933662,60.202722841273385
2021-01-14T11:49:56.238000,Leikosaarenkuja 00980,"Leikosaarenkuja's road and turning point must be plowed.
School Taxi will not be able to get and bring a child. The child is left along the Leikosaarentie in the middle of a crosswalk! 13.01.2021 The day of the Leikosaarentie day had 10 cars stuck and one garbage car. The road is a lively kindergarten because of traffic. School taxi was stuck at the turning point in the afternoon and a junk car in the morning. In addition",,25.138587632117225,60.2019774342849
2021-01-14T12:40:00.634000,Plowing will soon be needed for tan ...,Plowing will soon be needed on Tankomäentie,,25.124073069993745,60.22600097074491
2021-01-14T13:47:41.458000,sidewalk plowing perimeter I-Vanhanlinnantie,"Hey. Could you plow as quickly as possible at the sidewalk traffic divider Ring Road 1- Vanhalinnantie intersection. (Itäkeskus-Prisma shopping center) The pedestrian pedestrian is really difficult when the traffic distributor has not been plowed. The pedestrian has to get up 70cm and walk it, and so, as he crosses the lane in the other direction. How can this be possible while traveling with a stroller, roller and sports-red counseling.","Hey,
Thank you for your message and apologies for not having yet plowed at your home frog. We have all the possible plowing equipment in use and now as the snow comes in, we focus on snow removal and slip.

The streets of Helsinki are always plowed according to the categories of treatment. Unfortunately, when snow has become abundant, it is time to clean up the streets. For more information on the treatment classes: https://www.hel.fi/helsinki/kartat-ja-jeta-ja- traffic/kadut-ja- traffic planning/katujen-stooling/care classifications/care classifications

You can check your own street treatment class here: https://kartta.hel.fi/link/9p7XTY
",25.086093468681764,60.21368990325818
2021-01-14T14:03:03.981000,Plowing of the slope path,"Kontula's slope path is still in a terrible condition. There are two big schools along it, so teachers and caregivers should get along their cars. Now it doesn't work. This problem is annual, not just this winter.","Hey,
Thank you for your message and apologies for not having yet plowed at your home frog. We have all the possible plowing equipment in use and now as the snow comes in, we focus on snow removal and slip.

The streets of Helsinki are always plowed according to the categories of treatment. Unfortunately, when snow has become abundant, it is time to clean up the streets. For more information on the treatment classes: https://www.hel.fi/helsinki/kartat-ja-jeta-ja- traffic/kadut-ja- traffic planning/katujen-stooling/care classifications/care classifications

You can check your own street treatment class here: https://kartta.hel.fi/link/9p7XTY
",25.089440682024602,60.23070499555675
2021-01-14T14:03:39.758000,Plow,"The sidewalks of Tankomäenkatu are unleashed, now everyone is adventuring on the road, walkers, children's wagons. The sidewalks in the area are in order, this street seems to be forgotten every winter. Could you come to take care of the street plow",,25.1253408662637,60.22722940534303
2021-01-14T15:00:01.174000,Plowing is needed.,Plowing is needed.,,25.147324586949043,60.204175968369874
2021-01-14T15:20:00.949000,Snowstorms tall hummika ...,Snowstorms tall Hummikalantie 41b,,25.093062363046613,60.228674073469776
2021-01-14T15:59:09.869000,Havukuja plowing,"Could Havukuja be plowed in the snow in Vuosaari. At the end of the street 2 kindergartens. The cars are stuck in the alley. 1 lane in use, the road can be used in one direction at a time. This winter problem. Thank you.",,25.136095955690624,60.20116325211425
